id,question,choices,explanation,answer,document,questions_en
1434,"Số nhỏ nhất trong các số 8,686; 8,676; 8,668; 8,716 là:","['A. 8,686', 'B. 8,676', 'C. 8,668', 'D. 8,716']","Các số 8,686; 8,676; 8,668; 8,716 đều có cùng phần nguyên là 8.
 + Số 8,686; 8,676; 8,668 đều có hàng phần 10 là 6.
 + Số 8,686 có hàng phần 100 là 8; số 8,676 có hàng phần 100 là 7; số 8,668 có hàng phần 100 là 6.
 Do 6 < 7 < 8 nên 8,668 < 8,676 < 8,686. Số 8,716 có hàng phần 10 là 7.
 Do 6 < 7 nên 8,668 < 8,676 < 8,686 < 8,716.
 Vậy số bé nhất trong các số trên là: 8,668.","C. 8,668","Câu hỏi: Số nhỏ nhất trong các số 8,686; 8,676; 8,668; 8,716 là:. Các phương án: ['A. 8,686', 'B. 8,676', 'C. 8,668', 'D. 8,716']. Giải thích: Các số 8,686; 8,676; 8,668; 8,716 đều có cùng phần nguyên là 8.
 + Số 8,686; 8,676; 8,668 đều có hàng phần 10 là 6.
 + Số 8,686 có hàng phần 100 là 8; số 8,676 có hàng phần 100 là 7; số 8,668 có hàng phần 100 là 6.
 Do 6 < 7 < 8 nên 8,668 < 8,676 < 8,686. Số 8,716 có hàng phần 10 là 7.
 Do 6 < 7 nên 8,668 < 8,676 < 8,686 < 8,716.
 Vậy số bé nhất trong các số trên là: 8,668.. Đáp án: C. 8,668","en: The smallest of the 8,686, 8,676, 8,668, 8,716, 8,686, 8,676, 8,678, 8,678, 8,716, 8,686, 8,676, 8,676, 8,678, 8,716, 8,686, 8,676, 8,676, 8,678, 8,716, 8,686, 8,676, 8,676, 8,668, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8,678, 8,716, 8"
144,"31, 146, 41, 147, 51, 148, 61, 149, … là:","['A. 81', 'B. 71', 'C. 61', 'D. 51']",,B. 71,"Câu hỏi: 31, 146, 41, 147, 51, 148, 61, 149, … là:. Các phương án: ['A. 81', 'B. 71', 'C. 61', 'D. 51']. Giải thích: nan. Đáp án: B. 71","vi: 31, 146, 41, 147, 51, 148, 61, 149,... là:"
1442,Số tám trăm chín mươi tư viết là:,"['A. 849', 'B. 498', 'C. 894', 'D. 984']",Số tám trăm chín mươi tư viết là: 894,C. 894,"Câu hỏi: Số tám trăm chín mươi tư viết là:. Các phương án: ['A. 849', 'B. 498', 'C. 894', 'D. 984']. Giải thích: Số tám trăm chín mươi tư viết là: 894. Đáp án: C. 894",en: Eight hundred and ninety four are written:
1443,Số thập phân “Hai trăm năm mươi sáu phẩy bảy mươi chín” được viết là:,"['A. 2056,79', 'B. 256,79', 'C. 256,709', 'D. 2056,709']","Số thập phân “Hai trăm năm mươi sáu phẩy bảy mươi chín” được viết là: 256,79.","B. 256,79","Câu hỏi: Số thập phân “Hai trăm năm mươi sáu phẩy bảy mươi chín” được viết là:. Các phương án: ['A. 2056,79', 'B. 256,79', 'C. 256,709', 'D. 2056,709']. Giải thích: Số thập phân “Hai trăm năm mươi sáu phẩy bảy mươi chín” được viết là: 256,79.. Đáp án: B. 256,79","en: The fractional numeral ""Two hundred fifty six nineteen nineteen"" is written as:"
145,35 là số liền sau của:,"['A. 36', 'B. 34', 'C. 37', 'D. 33']","Số cần tìm là số liền trước của 35
 Muốn tìm số liền trước của một số, ta lấy số đó trừ đi 1 đơn vị.
 Vậy 35 là số liền sau của: 35 – 1 = 34",B. 34,"Câu hỏi: 35 là số liền sau của:. Các phương án: ['A. 36', 'B. 34', 'C. 37', 'D. 33']. Giải thích: Số cần tìm là số liền trước của 35
 Muốn tìm số liền trước của một số, ta lấy số đó trừ đi 1 đơn vị.
 Vậy 35 là số liền sau của: 35 – 1 = 34. Đáp án: B. 34",en: 35 is the following number of digits.
1451,"Số thập phân gồm “55 đơn vị, 3 phần mười, 5 phần nghìn” được viết là:","['A. 55,35', 'B. 55,305', 'C. 55,035', 'D. 55,350']","Số thập phân gồm “55 đơn vị, 3 phần mười, 5 phần nghìn” được viết là: 55,305.","B. 55,305","Câu hỏi: Số thập phân gồm “55 đơn vị, 3 phần mười, 5 phần nghìn” được viết là:. Các phương án: ['A. 55,35', 'B. 55,305', 'C. 55,035', 'D. 55,350']. Giải thích: Số thập phân gồm “55 đơn vị, 3 phần mười, 5 phần nghìn” được viết là: 55,305.. Đáp án: B. 55,305","en: The fraction ""55 units, 3 tenths, 5 thousandths"" is written as:"
1452,"Số thập phân gồm “Ba trăm linh tám đơn vị, năm phần trăm, chín phần nghìn” được viết là:","['A. 308,59', 'B. 308,509', 'C. 308,059', 'D. 308,590']","Số thập phân gồm “Ba trăm linh tám đơn vị, năm phần trăm, chín phần nghìn” được viết là: 308,059.","C. 308,059","Câu hỏi: Số thập phân gồm “Ba trăm linh tám đơn vị, năm phần trăm, chín phần nghìn” được viết là:. Các phương án: ['A. 308,59', 'B. 308,509', 'C. 308,059', 'D. 308,590']. Giải thích: Số thập phân gồm “Ba trăm linh tám đơn vị, năm phần trăm, chín phần nghìn” được viết là: 308,059.. Đáp án: C. 308,059","en: The denominator ""three hundred and eight units, five hundredths, nine thousandths"" is written as:"
1453,"Số thập phân gồm “ba trăm, năm đơn vị. hai phần mười và tám phần nghìn” được viết là:","['A. 35,28', 'B. 305,28', 'C. 305,208', 'D. 35,208']","Số thập phân gồm “ba trăm, năm đơn vị. hai phần mười và tám phần nghìn” được viết là: 305,208.","C. 305,208","Câu hỏi: Số thập phân gồm “ba trăm, năm đơn vị. hai phần mười và tám phần nghìn” được viết là:. Các phương án: ['A. 35,28', 'B. 305,28', 'C. 305,208', 'D. 35,208']. Giải thích: Số thập phân gồm “ba trăm, năm đơn vị. hai phần mười và tám phần nghìn” được viết là: 305,208.. Đáp án: C. 305,208",en: The denominator is written as:
1457,Số thập phân thích hợp điền vào chỗ chấm để 4 tấn 13kg = …….tấn là:,"['A. 4,13', 'B. 4,013', 'C. 4,0013', 'D. 4,103']","4 tấn 13kg = 4,013 tấn Số thập phân thích hợp điền vào chỗ chấm là: 4,013","B. 4,013","Câu hỏi: Số thập phân thích hợp điền vào chỗ chấm để 4 tấn 13kg = …….tấn là:. Các phương án: ['A. 4,13', 'B. 4,013', 'C. 4,0013', 'D. 4,103']. Giải thích: 4 tấn 13kg = 4,013 tấn Số thập phân thích hợp điền vào chỗ chấm là: 4,013. Đáp án: B. 4,013",en: The appropriate number of factors for the pile to fill 4 yards 13 kg =....... is:
1458,Số thập phân thích hợp điền vào chỗ chấm: 5kg 85g = ………. kg là:,"['A. 55,8', 'B. 58,5', 'C. 5,85', 'D. 5,085']","85g = 0,085 kg
 5 kg 85g = 5 kg + 0,085 kg = 5,085 kg
 Vậy số thích hợp cần điền vào chỗ chấm là: 5,085","D. 5,085","Câu hỏi: Số thập phân thích hợp điền vào chỗ chấm: 5kg 85g = ………. kg là:. Các phương án: ['A. 55,8', 'B. 58,5', 'C. 5,85', 'D. 5,085']. Giải thích: 85g = 0,085 kg
 5 kg 85g = 5 kg + 0,085 kg = 5,085 kg
 Vậy số thích hợp cần điền vào chỗ chấm là: 5,085. Đáp án: D. 5,085",en: Appropriate number of divisions suitable for filling the pile: 5 kg 85g =.......... kg: 85g =.......... kg 85g =.......... kg: 85g =.......... kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg 85g =.......... kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85 kg = 85
1459,Số thích hợp cần điền vào chỗ chấm để 450000cm3 = …….m3 là:,"['A. 45', 'B. 0,045', 'C. 0,45', 'D. 450']","450000cm3 = 0,45m3","C. 0,45","Câu hỏi: Số thích hợp cần điền vào chỗ chấm để 450000cm3 = …….m3 là:. Các phương án: ['A. 45', 'B. 0,045', 'C. 0,45', 'D. 450']. Giải thích: 450000cm3 = 0,45m3. Đáp án: C. 0,45",en: The appropriate number of fill holes to fill the stack so that 450000cm3 =.......m3 is:
146,36 + 15 5 ${\times}$ ? 70 – 21,"['A. 7', 'B. 8', 'C. 9', 'D. 10']","36 + 15 5 ${\times}$ ? 70 – 21Ta có:$36 + 15 = 51$70 – 21 = 49
 Ta có: 51 5 ${\times}$ ? 49Vậy 5 ${\times}$ ? = 50
 Vậy số cần điền là: 10",D. 10,"Câu hỏi: 36 + 15 5 ${\times}$ ? 70 – 21. Các phương án: ['A. 7', 'B. 8', 'C. 9', 'D. 10']. Giải thích: 36 + 15 5 ${\times}$ ? 70 – 21Ta có:$36 + 15 = 51$70 – 21 = 49
 Ta có: 51 5 ${\times}$ ? 49Vậy 5 ${\times}$ ? = 50
 Vậy số cần điền là: 10. Đáp án: D. 10",vi 36 + 15 5 $36 + 15 5 $70 - 21
147,38mm2 đọc là:,"['A. Ba tám mi-li-mét vuông', 'B. Ba mươi tám mi-li-mét', 'C. Ba mươi tám mi-li-mét vuông', 'D. Ba tám mi-li-mét']",,C. Ba mươi tám mi-li-mét vuông,"Câu hỏi: 38mm2 đọc là:. Các phương án: ['A. Ba tám mi-li-mét vuông', 'B. Ba mươi tám mi-li-mét', 'C. Ba mươi tám mi-li-mét vuông', 'D. Ba tám mi-li-mét']. Giải thích: nan. Đáp án: C. Ba mươi tám mi-li-mét vuông",vi: 38mm2 in 38 millimetre (38mm2) is read:
148,3km 48m = ……..km.,"['A. 3,48', 'B. 3,048', 'C. 348', 'D. 3048']",,"B. 3,048","Câu hỏi: 3km 48m = ……..km.. Các phương án: ['A. 3,48', 'B. 3,048', 'C. 348', 'D. 3048']. Giải thích: nan. Đáp án: B. 3,048",vi: 3 km 48m =........km.
1484,"Số thích hợp để viết vào chỗ chấm của 0,015 tấn = ..........kg là","['A. 150', 'B. 15', 'C. 1,5', 'D. 0,15']","1 tấn = 1 000 kg 
 0,015 tấn = 0,015 ${\times}$ 1 000 = 15 kg",B. 15,"Câu hỏi: Số thích hợp để viết vào chỗ chấm của 0,015 tấn = ..........kg là. Các phương án: ['A. 150', 'B. 15', 'C. 1,5', 'D. 0,15']. Giải thích: 1 tấn = 1 000 kg 
 0,015 tấn = 0,015 ${\times}$ 1 000 = 15 kg. Đáp án: B. 15",en: The appropriate number to write at the foot of 0.015 meters =..........kg is 0.015 meters =..........kg.
1486,Số thích hợp điền vào chỗ chấm 5kg 30g = …….. kg là:,"['A. 53', 'B. 50,3', 'C. 5,03', 'D. 5,3']","30g = 0,03 kg5 kg 30g = 5 kg + 0,03 kg = 5,03 kg Vậy số thích hợp cần điền vào chỗ chấm là: 5,03","C. 5,03","Câu hỏi: Số thích hợp điền vào chỗ chấm 5kg 30g = …….. kg là:. Các phương án: ['A. 53', 'B. 50,3', 'C. 5,03', 'D. 5,3']. Giải thích: 30g = 0,03 kg5 kg 30g = 5 kg + 0,03 kg = 5,03 kg Vậy số thích hợp cần điền vào chỗ chấm là: 5,03. Đáp án: C. 5,03",en: The appropriate fill for the weight 5 kg 30g =... kg is: 5 kg 30g =... kg = 5 kg 30g =... kg = 5 kg 30g =... kg is: 5 kg 30g =... kg = 5 kg 30g =... kg is: 5 kg 30g =... kg = 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =... kg is: 5 kg 30g =...
1487,Số thích hợp điền vào chỗ chấm để $\frac{....}{3}=\frac{35}{21}$ là:,"['A. 49', 'B. 5', 'C. 7', 'D. 21']","$\frac{5}{3}=\frac{5\times 7}{3\times 7}=\frac{35}{21}$
 Vậy số thích hợp điền vào chỗ chấm là 5.",B. 5,"Câu hỏi: Số thích hợp điền vào chỗ chấm để $\frac{....}{3}=\frac{35}{21}$ là:. Các phương án: ['A. 49', 'B. 5', 'C. 7', 'D. 21']. Giải thích: $\frac{5}{3}=\frac{5\times 7}{3\times 7}=\frac{35}{21}$
 Vậy số thích hợp điền vào chỗ chấm là 5.. Đáp án: B. 5",en: The appropriate numbers to fill in the stack to get $\frac{....}{3}=\frac{35}{21}$ are:
149,3m 15 cm = ……… cm. Số thích hợp điền vào chỗ chấm là:,"['A. 0,315', 'B. 3,15', 'C. 31,5', 'D. 315']",,D. 315,"Câu hỏi: 3m 15 cm = ……… cm. Số thích hợp điền vào chỗ chấm là:. Các phương án: ['A. 0,315', 'B. 3,15', 'C. 31,5', 'D. 315']. Giải thích: nan. Đáp án: D. 315",en: The appropriate number for marking the pile is:
1491,Số thích hợp điền vào chỗ chấm để 50g = ………. kg là,"['A. 5000', 'B. 0,05', 'C. 0,5', 'D. 5']","1 kg = 1000 g
 50 g = 50 : 1000 (kg) = 0,05 kg","B. 0,05","Câu hỏi: Số thích hợp điền vào chỗ chấm để 50g = ………. kg là. Các phương án: ['A. 5000', 'B. 0,05', 'C. 0,5', 'D. 5']. Giải thích: 1 kg = 1000 g
 50 g = 50 : 1000 (kg) = 0,05 kg. Đáp án: B. 0,05",en: The appropriate fill in the weight to fill the weight to the weight so that 50g =............. kg is 50g =............. Kg.
1495,Số thích hợp điền vào chỗ chấm: 8ha 25m2 = …….. dam2 là:,"['A. 825', 'B. 800,25', 'C. 8,25', 'D. 80025']","8ha = 800 dam225 m2 = 0,25 dam2Vậy 8ha 25m2 = 800,25 dam2 Vậy số thích hợp điền vào chỗ chấm là: 800,25","B. 800,25","Câu hỏi: Số thích hợp điền vào chỗ chấm: 8ha 25m2 = …….. dam2 là:. Các phương án: ['A. 825', 'B. 800,25', 'C. 8,25', 'D. 80025']. Giải thích: 8ha = 800 dam225 m2 = 0,25 dam2Vậy 8ha 25m2 = 800,25 dam2 Vậy số thích hợp điền vào chỗ chấm là: 800,25. Đáp án: B. 800,25",en: The appropriate number of land for the landing: 8ha 25m2 =..... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =... dam2 is: 8ha 25m2 =
15,"Hình tròn có bán kính 0,5cm. Chu vi của hình tròn đó là:","['A. 6,28cm', 'B. 3,14cm', 'C. 12,56cm', 'D. 1,57cm']","Hình tròn có bán kính 0,5cm. Chu vi của hình tròn đó là: 2 ${\times}$ 0,5 ${\times}$ 3,14 = 3,14 (cm)","B. 3,14cm","Câu hỏi: Hình tròn có bán kính 0,5cm. Chu vi của hình tròn đó là:. Các phương án: ['A. 6,28cm', 'B. 3,14cm', 'C. 12,56cm', 'D. 1,57cm']. Giải thích: Hình tròn có bán kính 0,5cm. Chu vi của hình tròn đó là: 2 ${\times}$ 0,5 ${\times}$ 3,14 = 3,14 (cm). Đáp án: B. 3,14cm",en: The circle has a radius of 0.5 cm. The circle's circumference is:
150,3m2 46dm2 = ……… dm2. Số cần điền vào chỗ chấm là:,"['A. 300 046', 'B. 30 046', 'C. 3 046', 'D. 346']",,D. 346,"Câu hỏi: 3m2 46dm2 = ……… dm2. Số cần điền vào chỗ chấm là:. Các phương án: ['A. 300 046', 'B. 30 046', 'C. 3 046', 'D. 346']. Giải thích: nan. Đáp án: D. 346",en: The number of holes to be marked on the pile is: 3m2 46m2 =......... dm2. The number of holes to be marked on the pile is: 3m2 46m2 =......... dm2.
1503,Số thích hợp viết vào chỗ chấm để $\frac{1}{10}$ phút = ............. giây:,"['A. 60', 'B. 120', 'C. 6', 'D. 16']","Vì 1 phút = 60 giây nên $\frac{1}{10}$ phút = $\frac{1}{10}$ ${\times}$ 60 giây = 6 giây
 Vậy $\frac{1}{10}$ phút = 6 giây",C. 6,"Câu hỏi: Số thích hợp viết vào chỗ chấm để $\frac{1}{10}$ phút = ............. giây:. Các phương án: ['A. 60', 'B. 120', 'C. 6', 'D. 16']. Giải thích: Vì 1 phút = 60 giây nên $\frac{1}{10}$ phút = $\frac{1}{10}$ ${\times}$ 60 giây = 6 giây
 Vậy $\frac{1}{10}$ phút = 6 giây. Đáp án: C. 6","en: The appropriate number written in the appropriate number in the stack is $\frac{1}{10}$ minutes =............. seconds:, in the appropriate number written in the appropriate number: $\frac{1}{10}$ minutes =............. seconds:, in the appropriate number, written in the appropriate number: $\frac{1}{10}$ minutes =............. seconds:, in the appropriate number, written in the appropriate number: $\frac{1}{10}$ minutes =............. seconds:, in the appropriate number, written in the appropriate number: $\frac{1}{10}$ minutes =............. seconds:, in the appropriate number, written in the appropriate number: $\frac{1}{10}$ minutes =............. seconds:, in the appropriate number, written in the appropriate number: $\frac{1}{10}$ minutes =............. seconds:, in the appropriate number, written in the appropriate number: $\frac{1}{10}$ minutes =............. seconds:, in the appropriate number, written in the appropriate number, the appropriate number in the appropriate number, in the appropriate number, is $\frac{1}{10}$ minutes =............. seconds:, in the appropriate number, written in the appropriate number, $\frac{1}{10}$ minutes =............. seconds:, in the appropriate number, written in the appropriate number, $\frac{1}{10}$ minutes =............. seconds:, in the appropriate number, written in the appropriate number, $\frac{1}{10}$ minutes =............. seconds:, in the appropriate number, written in the appropriate number, in the appropriate number, $\frac{1}{10}$ minutes =............. seconds:, in the appropriate number, written in the appropriate number, in the appropriate number, $\frac{1}{10}$ minutes =............. seconds:, in the appropriate number, in the appropriate number, in the appropriate number, in the appropriate number, in the appropriate number, in the appropriate number, $\frac{1}{10}$ minutes =............. seconds:, in"
